1br_studio_rent_in_center,adult_nightlife,air_quality_(year-round),airbnb_(monthly),cashless_society,coca-cola,coffee,cost_of_living,cost_of_living_for_expat,cost_of_living_for_local,female_friendly,freedom_of_speech,friendly_to_foreigners,fun,happiness,healthcare,internet,lgbt_friendly,nightlife,peace,quality_of_life,racial_tolerance,religious_government,safe_tap_water,safety,startup_score,traffic_safety,walkability,nomad_score,region,country,place_slug
569.0,2.0,13.0,1708.0,1.0,0.05,0.0,3.0,945.0,503.0,2.056132673047788,1.0,2.6085514159901453,1.8987939998069168,2.0,3.0,10.0,1.7082648212452107,0.8904610098501156,2.0,3.0,1.7044688079857906,0.0,0.0,2.0,2.0,3.0,4.0,4.13,Africa,Morocco,essaouira-morocco
380.0,2.0,50.0,1373.0,1.0,0.74,1.16,3.0,920.0,518.0,1.0,1.0,2.0,2.0,2.0,3.0,9.0,1.0,2.0,2.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,4.0,3.59,Africa,Morocco,agadir-morocco
1146.0,2.0,18.0,2989.0,2.0,1.78,3.72,1.0,2317.0,1451.0,4.0,2.0,3.0,2.0,3.0,3.0,23.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.44,North America,United States,ann-arbor-mi-united-states
403.0,2.0,55.0,1068.0,1.6947918188794515,0.99,2.35,3.0,1051.0,662.0,2.0,2.0,3.0,4.0,2.0,3.0,9.0,1.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,2.0,1.0,4.0,3.49,Latin America,Dominican Republic,santo-domingo-dominican-republic
646.0,2.0,18.0,1312.0,1.0,2.6,1.75,1.0,1798.0,1042.0,2.0,2.0,3.0,3.0,2.0,4.0,27.0,1.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.019301689274,Europe,Italy,turin-italy
233.0,2.0,106.0,1007.0,3.0,0.45,0.98,3.0,574.0,305.0,3.0,1.0,2.0,2.0,2.0,1.0,8.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,4.2,Asia,China,chongqing-china
225.0,2.0,83.0,1617.0,3.0,0.59,0.0,3.0,759.0,293.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.46,Asia,China,guilin-china
181.0,2.0,58.0,793.0,1.0,0.72,1.71,3.0,655.0,376.0,2.0,1.0,3.0,2.0,3.0,2.0,16.0,2.0,1.0,2.0,3.0,1.4456745828959388,0.0,0.0,2.0,3.0,4.0,4.0,4.1,Latin America,Mexico,merida-mexico
496.0,2.0,40.0,1342.0,2.0,0.92,2.2,3.0,1127.0,671.0,1.0,3.0,2.0,2.169175661267226,3.0,3.0,11.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,2.0,4.0,4.0,3.34,Latin America,Chile,la-serena-chile
683.0,2.0,22.0,1373.0,2.0,2.53,3.85,1.0,1801.0,1170.0,4.0,2.0,3.0,4.0,3.0,4.0,52.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.27,Europe,France,lille-france
467.0,2.0,35.0,2959.0,1.6440449518958573,1.55,1.92,2.0,1552.0,681.0,1.0,1.0,2.0,2.0,2.0,2.390443411844143,17.0,1.0,1.0,3.0,3.0,1.7751474236128033,0.0,0.0,3.0,3.0,4.0,4.0,3.2,Europe,Montenegro,budva-montenegro
553.0,2.0,29.0,1861.0,1.0,2.96,2.06,1.0,1991.0,990.0,2.0,2.0,2.0,2.5226068554606034,2.0,4.0,9.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.81,Europe,Italy,ferrara-italy
295.0,2.0,30.0,732.0,2.0,0.88,1.89,3.0,731.0,482.0,1.0,1.0,2.0,2.0,3.0,1.0,9.0,2.0,2.0,2.0,3.0,2.0,1.0,0.0,1.0,3.0,1.0,4.0,3.6,Latin America,Brazil,vitoria-brazil
554.0,2.0,27.0,1556.0,1.0,2.48,3.5,2.0,1467.0,929.0,4.0,3.0,3.0,2.0,3.0,3.0,33.0,3.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.14,Europe,Germany,dresden-germany
285.0,2.0,77.0,915.0,1.4184104829259305,0.61,1.89,3.0,725.0,452.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,1.0,3.0,2.0,3.0,2.0493983173674737,0.0,0.0,1.0,2.0,1.0,2.0,4.07,Latin America,El Salvador,san-salvador-el-salvador
1113.0,3.0,8.0,1708.0,3.0,0.85,1.7,2.0,1613.0,1181.0,2.0,1.0,2.0,4.0,2.0,1.0,11.0,1.0,2.0,2.0,3.0,1.9657070097831313,0.0,0.0,3.0,3.0,3.0,4.0,3.76,Asia,China,macau-china
269.0,2.0,45.0,1129.0,2.0,0.69,1.22,3.0,740.0,392.0,2.0,2.0,3.0,2.0,2.0,3.0,33.0,2.0,2.0,3.0,3.0,1.0,0.0,1.0,3.0,3.0,4.0,4.0,3.9,Europe,Poland,katowice-poland
688.0,2.0,20.0,1342.0,2.0,2.77,3.0,1.0,1689.0,1092.0,2.0,2.0,2.0,2.0,3.0,4.0,28.0,3.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,2.0,4.03,Europe,France,montpellier-france
583.0,2.0,25.0,1373.0,1.0,1.88,3.15,2.0,1452.0,935.0,4.0,3.0,4.0,2.0,3.0,4.0,30.0,3.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,4.0,4.0,4.0,3.92,Europe,Austria,graz-austria
521.0,3.0,10.0,1159.0,3.0,0.8,2.06,3.0,929.0,659.0,1.0,1.0,4.0,3.0,3.0,1.0,17.0,4.0,3.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,1.0,4.0,4.04,Asia,Thailand,pattaya-thailand
291.0,2.0,24.0,610.0,2.0,0.86,1.44,3.0,695.0,453.0,2.0,1.0,3.0,3.0,3.0,1.0,15.0,2.0,2.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.95,Latin America,Brazil,curitiba-brazil
920.0,2.0,18.0,2532.0,2.0,1.64,3.52,2.0,2169.0,1341.0,4.0,2.0,3.0,2.0,3.0,3.0,36.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.3,North America,United States,grand-rapids-mi-united-states
750.0,3.0,6.0,1738.486817519329,2.0,1.67,3.33,3.0,1821.0,1099.0,3.0,2.0,4.0,3.0,3.0,3.0,58.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,1.0,3.81,North America,United States,black-rock-city-nv-united-states
144.0,2.0,51.0,1159.0,1.962626885542987,0.51,1.46,3.0,635.0,297.0,2.0,1.0,4.0,4.0,2.0,1.0,11.0,2.0,3.0,1.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.44,Europe,Turkey,antalya-turkey
468.0,2.0,50.0,824.0,3.0,0.55,1.09,3.0,786.0,549.0,2.0,1.0,4.0,4.0,2.0,3.0,18.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,1.0,3.1,Asia,Philippines,palawan-philippines
217.0,2.0,21.0,1068.0,1.0,0.59,0.62,3.0,593.0,299.0,1.0,1.0,3.0,3.0,3.0,3.0,8.0,2.0,1.0,2.0,3.0,1.4486705036124201,0.0,0.0,3.0,3.0,1.0,4.0,3.79,Asia,Malaysia,kota-kinabalu-malaysia
800.0,2.0,19.0,1647.0,2.0,1.64,3.46,2.0,1799.0,1188.0,2.0,2.0,2.0,2.0,3.0,3.0,15.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.15,North America,United States,cleveland-oh-united-states
1140.0,3.0,15.0,1830.0,2.0,1.46,3.53,2.0,1736.0,1092.0,3.0,2.0,2.0,2.0,3.0,3.0,34.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,3.76,North America,United States,reno-nv-united-states
400.0,2.0,368.0,1617.0,1.9125564585092731,0.73,1.33,3.0,960.0,500.0,1.0,1.0,2.0,1.0,3.0,3.0,14.0,1.0,2.0,2.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,4.0,3.31,Middle East,Saudi Arabia,riyadh-saudi-arabia
930.0,2.0,13.0,1586.0,2.0,1.74,3.51,2.0,1836.0,1259.0,3.0,2.0,3.0,2.0,3.0,3.0,44.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,3.59,North America,United States,rochester-ny-united-states
782.0,2.0,12.0,1617.0,2.0,1.49,3.33,2.0,1717.0,1119.0,4.0,3.0,3.0,2.0,4.0,3.0,38.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,4.22,North America,Canada,halifax-canada
830.0,2.0,21.0,1586.0,2.0,1.44,2.9,2.0,1586.0,1052.0,4.0,2.0,3.0,2.0,3.0,3.0,17.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.35,North America,United States,louisville-ky-united-states
827.0,2.0,16.0,1281.0,2.0,1.58,2.74,2.0,1573.0,1100.0,4.0,3.0,4.0,2.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.94,North America,Canada,saskatoon-canada
760.0,2.0,25.0,1373.0,2.0,1.53,3.12,1.0,1597.0,1088.0,3.3552006903532994,3.0,3.0,2.0,4.0,3.0,16.0,4.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.19,North America,Canada,regina-canada
808.0,2.0,11.0,1434.0,2.0,1.52,2.63,2.0,1638.0,1094.0,4.0,3.0,4.0,2.0,4.0,3.0,38.0,2.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.24,North America,Canada,ottawa-canada
1107.0,2.0,23.0,2501.0,1.0,2.7,4.08,1.0,2519.0,1551.0,4.0,4.0,3.0,2.0,4.0,4.0,55.0,4.0,2.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.22,Europe,Netherlands,eindhoven-netherlands
1383.0,2.0,11.0,4148.0,3.0,0.45,0.75,3.0,2125.0,1235.0,2.0,1.0,3.0,2.0,3.0,1.0,33.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,4.0,3.57,Asia,Thailand,ko-lipe-thailand
568.0,2.0,29.0,2593.0,1.0,2.33,1.53,1.0,2032.0,918.0,2.0,2.0,2.0,2.0,2.0,4.0,28.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.87,Europe,Italy,lucca-italy
767.0,2.0,20.0,2501.0,3.0,0.71,1.83,3.0,1542.0,909.0,1.0,1.0,4.0,4.0,2.1226701645393797,1.0,3.0,1.0,1.0,2.0,3.0,1.7357745539825746,0.0,0.0,3.0,2.0,4.0,4.0,2.88,Asia,Maldives,male-maldives
1000.0,2.0,14.0,2196.0,2.0,2.15,4.44,1.0,2157.0,1409.0,4.0,2.0,4.0,3.0,3.0,3.0,12.0,3.0,2.0,3.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,4.07,Oceania,United States,hilo-hawaii-united-states
190.0,2.0,77.0,610.0,1.6844518065130358,0.57,1.26,3.0,553.0,337.0,1.0,1.0,2.0,1.0,2.0,1.0,12.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,3.0,3.0,4.0,4.0,3.63,Europe,Turkey,ankara-turkey
277.0,2.0,171.0,1586.0,3.0,0.41,0.75,3.0,742.0,332.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,1.0,3.15,Asia,China,zhengzhou-china
141.0,2.0,24.0,1312.0,1.0,0.69,1.38,3.0,773.0,308.0,2.0,1.0,4.0,2.0,3.0,3.0,9.0,2.0,1.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,3.0,1.0,3.83,Latin America,Colombia,salento-colombia
487.0,2.0,50.0,5216.0,3.0,1.22,2.52,2.0,2183.0,775.0,2.0,1.0,2.0,1.0,2.0,1.0,18.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,3.0,4.0,4.0,3.15,Asia,Russia,vladivostok-russia
303.0,2.0,57.0,1617.0,1.0,0.66,1.2,3.0,877.0,412.0,2.0,2.0,3.0,2.0,2.0,1.0,21.0,1.0,2.0,2.0,3.0,1.927410386651277,0.0,0.0,2.0,3.0,4.0,2.0,4.43,Europe,Moldova,chisinau-moldova
314.0,2.0,50.0,915.0,3.0,0.28,1.4,3.0,653.0,429.0,2.0,1.0,4.0,2.0,2.0,2.0,13.0,1.0,2.0,2.0,3.0,2.276215354357644,0.0,0.0,3.0,2.0,4.0,4.0,3.78,Europe,Belarus,minsk-belarus
758.0,2.0,14.0,1739.0,2.0,1.71,3.88,2.0,1701.0,1120.0,2.8887836149917265,2.0,3.0,1.0,3.0,3.0,36.0,2.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.32,North America,United States,ogden-ut-united-states
372.0,2.0,50.0,4636.0,1.8367101176654796,1.37,2.96,1.0,1884.0,654.0,2.0,1.0,3.0,2.0,2.2014825489438414,3.0,5.0,1.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,2.0,4.0,1.0,3.61,Africa,Seychelles,victoria-seychelles
357.0,2.0,91.0,1983.0,2.049058468436918,0.94,2.49,3.0,1127.0,577.0,2.0,2.0,3.0,1.0,2.0,2.0,10.0,1.0,2.0,2.0,3.0,1.4468380085925712,0.0,0.0,1.0,2.0,3.0,2.0,3.64,Latin America,Belize,belize-city-belize
900.0,2.0,19.0,2074.0,2.0,1.7,3.59,2.0,2169.0,1487.0,4.0,2.0,2.0,3.0,3.0,3.0,23.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.34,North America,United States,pittsburgh-pa-united-states
641.0,2.0,10.0,1617.0,3.0,2.07,1.77,2.0,1580.0,872.0,2.0,3.0,2.0,2.0,3.0,4.0,18.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,3.87,Europe,Spain,pamplona-spain
768.0,2.0,24.0,1647.0,1.0,2.59,3.01,2.0,1695.0,1106.0,4.0,3.0,4.0,3.0,3.0,3.0,35.0,4.0,3.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.99,Europe,Germany,stuttgart-germany
777.0,2.0,22.0,1220.0,1.0,1.95,2.86,2.0,1617.0,1089.0,2.0,3.0,2.0,2.0,3.0,3.0,34.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.88,Europe,Germany,darmstadt-germany
371.0,2.0,23.0,1159.0,1.0,0.59,0.62,3.0,729.0,430.0,1.0,1.0,2.0,1.0,3.0,3.0,17.0,2.0,1.0,2.0,3.0,1.7943275563361112,0.0,0.0,2.0,3.0,1.0,4.0,3.66,Asia,Malaysia,johor-bahru-malaysia
794.0,2.0,16.0,2074.0,2.0,1.62,3.36,2.0,1754.0,1096.0,4.0,2.0,3.0,2.0,3.0,3.0,21.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.38,North America,United States,gainesville-fl-united-states
1220.0,2.0,12.0,2013.0,2.0,1.64,4.0,2.0,2191.0,1543.0,2.0,2.0,3.0,3.0,3.0,3.0,38.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.3,North America,United States,tampa-fl-united-states
709.0,2.0,19.0,1556.0,1.0,2.28,3.33,1.0,1641.0,1073.0,4.0,3.0,2.0,2.0,3.0,3.0,31.0,2.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,3.0,4.0,4.0,3.79,Europe,Germany,karlsruhe-germany
292.0,2.0,10.0,1312.0,3.0,2.14,3.01,3.0,1175.0,642.0,2.0,1.0,3.0,2.0,2.0,1.0,18.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,3.0,4.0,4.0,4.13,Europe,Russia,kazan-russia
329.0,2.0,50.0,1007.0,3.0,0.56,2.25,3.0,709.0,476.0,2.0,1.0,3.0,1.0,2.0,3.0,12.0,2.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,4.0,3.6,Asia,Philippines,boracay-philippines
211.0,2.0,217.0,1190.0,1.0,0.31,0.55,3.0,579.0,257.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,3.0,1.0,2.68,Asia,Pakistan,islamabad-pakistan
660.0,2.0,19.0,1922.0,3.0,2.64,2.97,1.0,1918.0,1065.0,4.0,2.0,3.0,1.0,3.0,2.0,36.0,4.0,1.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,3.73,Europe,United Kingdom,northampton-united-kingdom
140.0,2.0,42.0,1678.0,1.0,0.29,0.7,3.0,647.0,207.0,1.0,1.0,2.0,1.0,2.0,2.0,7.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,3.0,2.0,3.0,1.0,3.55,Asia,Indonesia,gili-air-indonesia
924.0,2.0,13.0,1678.0,3.0,2.64,2.97,1.0,2061.0,1289.0,4.0,2.0,3.0,2.0,3.0,2.0,23.0,3.0,2.0,3.0,3.0,4.0,0.0,1.0,3.0,3.0,4.0,4.0,3.75,Europe,United Kingdom,aberdeen-united-kingdom
502.0,2.0,27.0,1312.0,2.3209312293624937,0.79,2.75,3.0,1189.0,781.0,2.0,2.0,3.0,3.0,2.0,2.0,8.0,1.0,2.0,3.0,3.0,2.0,1.0,0.0,3.0,3.0,4.0,4.0,4.35,Africa,Mauritius,port-louis-mauritius
325.0,2.0,49.0,976.0,3.0,0.45,1.98,3.0,669.0,471.0,2.0,1.0,4.0,3.0,3.0,1.0,20.0,1.0,2.0,1.0,3.0,2.0,0.0,0.0,2.0,3.0,1.0,4.0,4.15,Asia,Thailand,chiang-rai-thailand
858.0,2.0,14.0,3294.0,2.0,0.28,0.56,3.0,1585.0,806.0,4.0,1.0,4.0,4.0,1.0,2.0,9.0,4.0,3.0,1.0,3.0,4.0,1.0,0.0,3.0,3.0,4.0,4.0,4.13,Middle East,Egypt,el-gouna-egypt
253.0,2.0,10.0,702.0,2.0,0.75,1.32,3.0,652.0,396.0,2.0,1.0,3.0,3.0,3.0,1.0,18.0,2.0,1.0,2.0,3.0,3.0,0.0,0.0,1.0,3.0,1.0,4.0,3.99,Latin America,Brazil,fortaleza-brazil
1056.0,2.0,16.0,2135.0,3.0,2.64,2.97,1.0,2273.0,1401.0,2.0,2.0,2.0,2.0,3.0,2.0,17.0,3.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.81,Europe,United Kingdom,reading-united-kingdom
950.0,2.0,9.0,4362.0,1.437573073646114,1.7,4.83,1.0,2663.0,1335.0,2.0,2.0,3.0,3.0,2.7745906103231,2.0,19.0,2.0,3.0,3.0,3.0,2.0,0.0,0.0,2.0,3.0,4.0,1.0,3.82,Latin America,The Bahamas,nassau-the-bahamas
820.0,2.0,17.0,1678.0,2.0,1.53,3.8,2.0,1820.0,1247.0,4.0,2.0,3.0,1.0,3.0,3.0,39.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.37,North America,United States,memphis-tn-united-states
88.0,2.0,56.0,1373.0,1.0,0.32,2.2,3.0,648.0,299.0,1.0,1.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,2.0,3.0,1.0,3.79,Asia,India,kozhikode-india
900.0,2.0,10.0,1922.0,2.0,1.65,3.38,2.0,1755.0,1092.0,4.0,2.0,3.0,2.0,3.0,3.0,14.0,2.0,1.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.23,North America,United States,boise-id-united-states
423.0,2.0,62.0,1678.0,3.0,0.54,4.4,3.0,1121.0,762.0,2.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.84,Asia,China,xiamen-china
450.0,2.0,84.0,1678.0,3.0,0.56,1.25,3.0,1060.0,589.0,2.0,1.0,3.0,2.0,2.0,1.0,7.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.56,Asia,China,dalian-china
450.0,2.0,119.0,976.0,3.0,0.6,2.65,3.0,864.0,628.0,3.0,1.0,1.0,1.0,2.0,1.0,10.0,1.0,1.0,2.0,2.0,1.0,0.0,0.0,3.0,2.0,3.0,4.0,3.45,Asia,China,harbin-china
239.0,2.0,51.0,1830.0,2.2523093895533477,0.84,1.43,3.0,936.0,395.0,3.0,1.0,3.0,3.0,1.0,1.0,20.0,2.0,2.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.33,Europe,Bulgaria,varna-bulgaria
1177.0,2.0,21.0,3538.0,1.0,0.54,2.25,2.0,2012.0,1240.0,2.0,1.0,2.0,2.0,3.0,3.0,18.0,1.0,1.0,2.0,3.0,1.0,1.0,0.0,2.0,3.0,1.0,1.0,3.86,Asia,Malaysia,malacca-malaysia
1409.0,2.0,16.0,2166.0,2.0,2.07,3.37,1.0,2429.0,1697.0,4.0,3.0,4.0,1.0,4.0,3.0,21.0,3.0,1.0,4.0,3.0,3.0,0.0,1.0,4.0,4.0,4.0,4.0,4.14,Oceania,Australia,canberra-australia
633.0,3.0,17.0,1525.0,2.0,1.81,2.2,2.0,1544.0,913.0,3.0,3.0,4.0,2.0,4.0,3.0,45.0,3.0,2.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,Canada,windsor-canada
275.0,2.0,29.0,1952.0,2.0,0.57,0.99,3.0,976.0,396.0,1.0,1.0,3.0,2.0,1.0,1.0,28.0,1.0,1.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,4.0,4.0,3.98,Europe,Ukraine,odesa-ukraine
1010.0,2.0,16.0,2196.0,2.0,1.73,3.5,2.0,2005.0,1295.0,3.0,2.0,2.0,2.0,3.0,3.0,35.0,3.0,3.0,3.0,3.0,3.0,0.0,1.0,3.0,3.0,4.0,4.0,4.52,North America,United States,richmond-va-united-states
132.0,2.0,16.0,397.0,2.0,1.75,3.83,2.0,1066.0,618.0,2.0,2.0,2.0,2.0,3.0,3.0,19.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,4.0,4.27,North America,United States,ashland-or-united-states
924.0,2.0,9.0,2532.0,3.0,1.54,2.97,1.0,1969.0,1205.0,3.0,2.0,4.0,1.0,3.0,2.0,36.0,3.0,1.0,3.0,3.0,4.0,0.0,1.0,4.0,3.0,4.0,4.0,3.48,Europe,United Kingdom,cambridge-united-kingdom
895.0,2.0,15.0,2623.0,3.0,1.94,3.3,1.0,2285.0,1270.0,2.0,2.0,2.0,2.0,3.0,2.0,26.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,3.0,4.0,4.0,1.0,4.06,Europe,United Kingdom,york-united-kingdom
924.0,2.0,15.0,2135.0,3.0,2.64,2.97,1.0,2169.0,1289.0,3.0,2.0,3.0,2.0,3.0,2.0,26.0,4.0,3.0,3.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,3.98,Europe,United Kingdom,norwich-united-kingdom
441.0,2.0,17.0,1220.0,3.0,1.22,0.89,3.0,1077.0,570.0,4.0,3.0,3.0,2.0,2.0,4.0,43.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,4.0,4.37,Europe,Portugal,coimbra-portugal
2217.0,2.0,4.0,2715.0,2.0,2.14,3.29,1.0,2142.0,1228.0,2.0,3.0,2.0,3.0,4.0,3.0,21.0,2.0,2.0,4.0,3.0,2.0,0.0,1.0,3.0,3.0,4.0,1.0,4.17,Oceania,Australia,byron-bay-australia
1210.0,2.0,11.0,1739.0,2.0,1.67,4.13,1.0,1851.0,1202.0,4.0,2.0,3.0,2.0,3.0,3.0,30.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,3.97,North America,United States,colorado-springs-co-united-states
1050.0,2.0,15.0,1586.0,2.0,1.67,3.28,2.0,1765.0,1193.0,4.0,2.0,3.0,3.0,3.0,3.0,33.0,2.0,2.0,3.0,3.0,3.0,0.0,1.0,3.0,4.0,4.0,4.0,4.34,North America,United States,jacksonville-fl-united-states
467.0,2.0,29.0,1129.0,3.0,0.92,1.17,3.0,913.0,568.0,3.0,3.0,2.0,3.0,3.0,2.0,40.0,1.0,1.0,3.0,3.0,1.5036566453663749,0.0,0.0,3.0,3.0,4.0,4.0,4.17,Europe,Slovakia,kosice-slovakia
665.0,2.0,8.0,3935.0,3.0,1.93,2.22,1.0,2121.0,915.0,3.0,3.0,3.0,3.0,3.0,4.0,44.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,1.0,4.15,Europe,Spain,marbella-spain
95.0,2.0,27.0,1190.0,1.0,0.22,0.0,3.0,383.0,330.6173007695568,1.0,1.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,1.0,1.0,0.0,2.0,3.0,3.0,1.0,3.82,Asia,India,mcleod-ganj-india
393.60044286849916,2.0,202.0,1434.0,1.0,0.33,1.78,3.0,637.0,254.0,2.0,1.0,3.0,3.0,1.0,1.0,5.0,1.0,2.0,1.0,2.0,1.0,1.0,0.0,3.0,2.0,3.0,4.0,3.75,Asia,India,amritsar-india
301.09531338695945,2.0,211.0,732.0,1.0,0.49,0.97,3.0,545.0,245.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,2.0,3.0,4.0,3.16,Asia,India,lucknow-india
95.0,2.0,189.0,1190.0,1.0,0.43,1.13,3.0,607.0,243.0,2.0,1.0,3.0,4.0,1.0,1.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,0.0,3.0,2.0,3.0,4.0,3.84,Asia,India,jodhpur-india
114.0,2.0,79.0,1037.0,1.0,0.32,0.93,3.0,468.0,194.0,1.0,1.0,3.0,2.0,1.0,1.0,10.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,3.0,3.0,4.0,3.61,Asia,India,hyderabad-india
590.0,2.0,19.0,3050.0,2.0,1.11,4.22,2.0,1804.0,978.0,2.0,2.0,2.0,3.0,2.0,4.0,22.0,2.0,2.0,3.0,3.0,2.0,0.0,1.0,4.0,3.0,4.0,4.0,3.03,Asia,Japan,sapporo-japan
456.0,2.0,18.0,2013.0,2.0,0.89,1.77,2.0,1216.0,638.0,4.0,3.0,3.0,2.0,4.0,3.0,38.0,4.0,1.0,4.0,3.0,4.0,0.0,1.0,3.0,4.0,4.0,4.0,4.03,North America,Canada,quebec-city-canada
273.0,2.0,28.0,915.0,3.0,1.16,1.58,3.0,766.0,443.0,3.0,2.0,3.0,3.0,2.0,2.0,51.0,1.0,3.0,3.0,3.0,2.0,0.0,0.0,3.0,3.0,4.0,4.0,4.55,Europe,Romania,timisoara-romania
1140.0,2.0,12.0,3782.0,1.0,0.0,0.0,1.0,2055.0,1022.0,2.0,2.0,2.0,2.0,2.0,4.0,41.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,3.0,4.0,1.0,3.7,Europe,Italy,amalfi-italy
